#He	V	#exp(-EHe)
8	44	2.0912360005151103E-03
9	44	2.1122532717327142E-03
10	44	2.0912360005151103E-03
11	44	2.1122532717327142E-03
12	44	2.0912360005151103E-03
13	44	2.1122532717327142E-03
14	44	2.0912360005151103E-03
15	44	2.1122532717327142E-03
16	44	2.0912360005151103E-03
17	44	2.0912360005151103E-03
18	44	2.1122532717327142E-03
19	44	2.0912360005151103E-03
20	44	2.1334817700377081E-03
21	44	2.0912360005151103E-03
22	44	2.0912360005151103E-03
23	44	2.1122532717327142E-03
24	44	2.1549236182976149E-03
25	44	2.0912360005151103E-03
26	44	2.1549236182976149E-03
27	44	2.1334817700377081E-03
28	44	2.2205508127982939E-03
29	44	2.1765809607151255E-03
30	44	2.0912360005151103E-03
31	44	2.2654089148143220E-03
32	44	2.3111732106021292E-03
33	44	2.1984559630425313E-03
34	44	2.0912360005151103E-03
35	44	2.2881766529221693E-03
36	44	2.1334817700377081E-03
37	44	2.3111732106021292E-03
38	44	2.0704278546402606E-03
39	44	2.3578620064902329E-03
40	44	2.2205508127982939E-03
41	44	2.1984559630425313E-03
42	44	2.2428677194858034E-03
43	44	2.1984559630425313E-03
44	44	2.1765809607151255E-03
45	44	2.7947852750368437E-03
46	44	2.8512436826796323E-03
47	44	2.9088426258125841E-03
48	44	2.9088426258125841E-03
49	44	3.1827807965096669E-03
50	44	2.6320296510131984E-03
51	44	3.0887154082367687E-03
52	44	3.2470772336105863E-03
53	44	3.6978637164829320E-03
54	44	2.5799119720271799E-03
55	44	2.9676051447809441E-03
56	44	4.1278441742554359E-03
57	44	2.7394448187683684E-03
58	44	3.5885753273319477E-03
59	44	3.3126725448998926E-03
60	44	4.5619733357350964E-03
61	44	3.0275547453758153E-03
62	44	3.9659890890910649E-03
63	44	4.1693296979041115E-03
64	44	3.8104804325920370E-03
65	44	4.5165809426126659E-03
66	44	3.3126725448998926E-03
67	44	4.3394832707388947E-03
68	44	4.2535557448151254E-03
69	44	5.1953047187052312E-03
70	44	3.1511115984444414E-03
71	44	5.5720068149199926E-03
72	44	3.7350278646880674E-03
73	44	5.1953047187052312E-03
74	44	4.6078219299927519E-03
75	44	4.6541313102832719E-03
76	44	5.1953047187052312E-03
77	44	4.9915939069102170E-03
78	44	4.5165809426126659E-03
79	44	5.8576897133356225E-03
80	44	6.0967465655156379E-03
81	44	4.7481509994114776E-03
82	44	5.8576897133356225E-03
83	44	5.3002568358704021E-03
84	44	6.3455595129091160E-03
85	44	4.6541313102832719E-03
86	44	6.4093334462563831E-03
87	44	6.8056644922305431E-03
88	44	5.7416996856542021E-03
89	44	5.9165604736818572E-03
90	44	6.1580198871688972E-03
91	44	5.6280064144040654E-03
92	44	7.2991308467885829E-03
93	44	6.2824201408011177E-03
94	44	9.7547591023429032E-03
95	44	7.1545983723145792E-03
96	44	1.2651240568005305E-02
97	44	6.2824201408011177E-03
98	44	8.6516952031206341E-03
99	44	6.9431480347461145E-03
100	44	9.0047775824365593E-03
101	44	7.9070540515934415E-03
102	44	1.0780676072743084E-02
103	44	6.9431480347461145E-03
104	44	1.0998460175806881E-02
105	44	9.3722695270060576E-03
106	44	1.0673406553522925E-02
107	44	1.0780676072743084E-02
108	44	8.9151785484395535E-03
109	44	8.4803801599532685E-03
110	44	1.0567204383852655E-02
111	44	1.3842662086479501E-02
112	44	5.6845688192195950E-03
113	44	1.2034232284723775E-02
114	44	1.4995576820477703E-02
115	44	1.1914489672789647E-02
116	44	1.4552390548416123E-02
117	44	9.0952771016958155E-03
118	44	9.4664624017103231E-03
119	44	8.3959989674914706E-03
120	44	1.0051835744633586E-02
121	44	1.1108996538242306E-02
122	44	1.2277339903068436E-02
123	44	1.0889023668554451E-02
124	44	6.8056644922305431E-03
125	44	1.4122302410163962E-02
126	44	1.6739233558580632E-02
127	44	6.7379469990854670E-03
128	44	1.8499714119819242E-02
129	44	7.6733652878954893E-03
130	44	1.6244514441949871E-02
131	44	7.6733652878954893E-03
132	44	1.1562363287468536E-02
133	44	1.2778387649535761E-02
134	44	1.1333413154667387E-02
135	44	1.4846368338086832E-02
136	44	1.1447315850505711E-02
137	44	1.4698644504901784E-02
138	44	2.1709615629848571E-02
139	44	1.2651240568005305E-02
140	44	1.5922851504511698E-02
141	44	1.3167547490079751E-02
142	44	1.2034232284723775E-02
143	44	1.8133395236801075E-02
144	44	1.5607557919982831E-02
145	44	1.8873433135151486E-02
146	44	1.6082878822588433E-02
147	44	1.2155178329914935E-02
148	44	1.9841094744370288E-02
149	44	1.3299883542443767E-02
150	44	2.2822691425092981E-02
151	44	1.1447315850505711E-02
152	44	3.3041200375886932E-02
153	44	1.0462058943426803E-02
154	44	1.7077388507484793E-02
155	44	2.5732512726359940E-02
156	44	1.2906812580479873E-02
157	44	1.2400729220443406E-02
158	44	1.5764416484854486E-02
159	44	2.2370771856165601E-02
160	44	1.9063114291611637E-02
161	44	9.0047775824365593E-03
162	44	2.7598330423249287E-02
163	44	9.5616019305435045E-03
164	44	3.8388398017552075E-02
165	44	9.0047775824365593E-03
166	44	1.6244514441949871E-02
167	44	1.9448214745385391E-02
168	44	1.2906812580479873E-02
169	44	1.8499714119819242E-02
170	44	1.5298507566725518E-02
171	44	1.9643672553065292E-02
172	44	3.5793105067655297E-02
173	44	1.2400729220443406E-02
174	44	2.5991128778755347E-02
175	44	1.7952964939502866E-02
176	44	2.3992835836709175E-02
177	44	2.0445346037937653E-02
178	44	2.5476469946681016E-02
179	44	1.9643672553065292E-02
180	44	1.3981783153338308E-02
181	44	4.1171870939067740E-02
182	44	1.1108996538242306E-02
183	44	1.5922851504511698E-02
184	44	2.1493601345089923E-02
185	44	2.2148178957037315E-02
186	44	2.2822691425092981E-02
187	44	1.7422374639493515E-02
188	44	1.4407591843112350E-02
189	44	2.0241911445804391E-02
190	44	3.1429762018367710E-02
191	44	3.4389637343472709E-02
192	44	1.6572675401761255E-02
193	44	2.0650825181712566E-02
194	44	4.2003597903445551E-02
195	44	2.2822691425092981E-02
196	44	1.7774329953659442E-02
197	44	1.9841094744370288E-02
198	44	2.8155853680300106E-02
199	44	1.8315638888734179E-02
200	44	1.8873433135151486E-02
201	44	6.6536806715016855E-02
202	44	1.1333413154667387E-02
203	44	4.4157168419692860E-02
204	44	3.4389637343472709E-02
205	44	5.5720068149199926E-03
206	44	2.5476469946681016E-02
207	44	6.9252225309345994E-02
208	44	1.6407774526292645E-02
209	44	1.0998460175806881E-02
210	44	4.5959256649044204E-02
211	44	1.8499714119819242E-02
212	44	3.1117030661060859E-02
213	44	1.0889023668554451E-02
214	44	2.3283740374897010E-02
215	44	2.1709615629848571E-02
216	44	2.4477523271652670E-02
217	44	1.0025884372280375E-01
218	44	5.6280064144040654E-03
219	44	1.9643672553065292E-02
220	44	1.7077388507484793E-02
221	44	2.8438824714184505E-02
222	44	4.8801218362012962E-02
223	44	1.5146284873046980E-02
224	44	2.3992835836709175E-02
0	45	0.000E+000
1	45	2.1122532717327142E-03
2	45	2.1122532717327142E-03
3	45	2.1122532717327142E-03
4	45	2.1122532717327142E-03
5	45	2.1122532717327142E-03
6	45	2.1122532717327142E-03
7	45	2.1122532717327142E-03
8	45	2.1122532717327142E-03
9	45	2.0912360005151103E-03
10	45	2.0912360005151103E-03
11	45	2.1122532717327142E-03
12	45	2.1122532717327142E-03
13	45	2.0912360005151103E-03
14	45	2.0912360005151103E-03
15	45	2.0912360005151103E-03
16	45	2.1122532717327142E-03
17	45	2.0912360005151103E-03
18	45	2.1122532717327142E-03
19	45	2.1122532717327142E-03
20	45	2.0912360005151103E-03
21	45	2.0912360005151103E-03
22	45	2.1334817700377081E-03
23	45	2.0704278546402606E-03
24	45	2.1334817700377081E-03
25	45	2.1549236182976149E-03
26	45	2.1334817700377081E-03
27	45	2.1334817700377081E-03
28	45	2.1549236182976149E-03
29	45	2.1765809607151255E-03
30	45	2.1334817700377081E-03
31	45	2.3111732106021292E-03
32	45	2.2654089148143220E-03
33	45	2.0498267532762350E-03
34	45	2.2881766529221693E-03
35	45	2.1334817700377081E-03
36	45	2.2654089148143220E-03
37	45	2.1122532717327142E-03
38	45	2.2654089148143220E-03
39	45	2.1765809607151255E-03
40	45	2.2881766529221693E-03
41	45	2.1984559630425313E-03
42	45	2.3578620064902329E-03
43	45	2.2654089148143220E-03
44	45	2.2428677194858034E-03
45	45	2.1549236182976149E-03
46	45	2.8512436826796323E-03
47	45	2.9974300723258312E-03
48	45	2.7669766969148509E-03
49	45	3.1511115984444414E-03
50	45	2.5799119720271799E-03
51	45	3.4825168982116632E-03
52	45	2.7947852750368437E-03
53	45	3.6246411089657558E-03
54	45	2.3815589136168707E-03
55	45	3.2147682753068700E-03
56	45	3.9265268383056242E-03
57	45	2.5036640502020999E-03
58	45	3.7350278646880674E-03
59	45	3.5175167749121284E-03
60	45	3.0887154082367687E-03
61	45	3.3126725448998926E-03
62	45	4.7009061075832760E-03
63	45	4.2963046907523398E-03
64	45	3.8874572434761303E-03
65	45	4.7958707102964213E-03
66	45	3.3459654574712720E-03
67	45	4.1693296979041115E-03
68	45	3.2797109023435730E-03
69	45	4.7009061075832760E-03
70	45	4.2535557448151254E-03
71	45	4.1693296979041115E-03
72	45	4.0867714384640666E-03
73	45	4.7958707102964213E-03
74	45	3.8874572434761303E-03
75	45	4.2963046907523398E-03
76	45	4.3394832707388947E-03
77	45	6.8056644922305431E-03
78	45	4.5619733357350964E-03
79	45	6.5388105705490637E-03
80	45	4.4716402113483319E-03
81	45	5.1436105730303834E-03
82	45	5.0417602596909790E-03
83	45	5.1436105730303834E-03
84	45	6.4093334462563831E-03
85	45	6.1580198871688972E-03
86	45	4.5619733357350964E-03
87	45	6.4737483182894049E-03
88	45	5.7416996856542021E-03
89	45	6.2824201408011177E-03
90	45	5.8576897133356225E-03
91	45	5.9760228950059427E-03
92	45	5.7994047268421414E-03
93	45	6.8740625574962482E-03
94	45	5.8576897133356225E-03
95	45	7.5214224749932702E-03
96	45	7.1545983723145792E-03
97	45	6.8056644922305431E-03
98	45	8.4803801599532685E-03
99	45	7.8283775492257734E-03
100	45	8.3959989674914706E-03
101	45	7.0129278325854246E-03
102	45	8.6516952031206341E-03
103	45	1.0254896296404022E-02
104	45	1.0673406553522925E-02
105	45	7.1545983723145792E-03
106	45	1.1562363287468536E-02
107	45	1.0152858373369763E-02
108	45	9.0952771016958155E-03
109	45	1.2034232284723775E-02
110	45	1.0567204383852655E-02
111	45	1.0254896296404022E-02
112	45	6.2199090159425728E-03
113	45	1.0998460175806881E-02
114	45	1.2906812580479873E-02
115	45	8.7386461854732905E-03
116	45	1.1678566970395442E-02
117	45	9.7547591023429032E-03
118	45	9.6576976275377768E-03
119	45	1.0780676072743084E-02
120	45	1.0889023668554451E-02
121	45	1.0780676072743084E-02
122	45	1.4122302410163962E-02
123	45	8.2297470490200302E-03
124	45	8.5656093974980606E-03
125	45	1.0889023668554451E-02
126	45	1.2906812580479873E-02
127	45	8.1478596976799888E-03
128	45	1.3299883542443767E-02
129	45	1.2400729220443406E-02
130	45	1.1795938519751562E-02
131	45	8.9151785484395535E-03
132	45	8.8264710397267226E-03
133	45	1.8685639337732773E-02
134	45	1.2155178329914935E-02
135	45	9.1866861562446642E-03
136	45	1.2906812580479873E-02
137	45	1.3704925297364945E-02
138	45	1.3704925297364945E-02
139	45	1.4552390548416123E-02
140	45	1.1914489672789647E-02
141	45	2.1927800894261620E-02
142	45	1.1678566970395442E-02
143	45	1.4846368338086832E-02
144	45	1.5607557919982831E-02
145	45	1.2651240568005305E-02
146	45	1.9254701775386920E-02
147	45	1.2525358621074385E-02
148	45	1.2400729220443406E-02
149	45	1.3299883542443767E-02
150	45	1.8499714119819242E-02
151	45	1.5146284873046980E-02
152	45	1.7077388507484793E-02
153	45	1.6244514441949871E-02
154	45	2.3517745856009107E-02
155	45	1.3433549594245314E-02
156	45	1.9063114291611637E-02
157	45	1.4552390548416123E-02
158	45	1.2525358621074385E-02
159	45	3.1745636378067939E-02
160	45	7.0129278325854246E-03
161	45	1.7952964939502866E-02
162	45	1.4846368338086832E-02
163	45	2.1279736438377168E-02
164	45	1.3299883542443767E-02
165	45	2.1709615629848571E-02
166	45	1.4552390548416123E-02
167	45	3.1745636378067939E-02
168	45	7.2265032813764625E-03
169	45	1.4995576820477703E-02
170	45	7.2078462238766100E-02
171	45	5.4073291264409599E-03
172	45	1.4995576820477703E-02
173	45	1.7774329953659442E-02
174	45	2.0650825181712566E-02
175	45	1.8685639337732773E-02
176	45	2.0650825181712566E-02
177	45	1.9643672553065292E-02
178	45	3.0197383422318501E-02
179	45	2.0241911445804391E-02
180	45	2.4723526470339388E-02
181	45	3.3041200375886932E-02
182	45	1.2034232284723775E-02
183	45	1.6572675401761255E-02
184	45	2.9599435167891999E-02
185	45	1.2277339903068436E-02
186	45	2.2595601851121864E-02
187	45	1.7774329953659442E-02
188	45	4.3717797252750941E-02
189	45	9.4664624017103231E-03
190	45	1.3981783153338308E-02
191	45	1.7597472415623393E-02
192	45	2.3052063287225571E-02
193	45	1.6572675401761255E-02
194	45	2.0858369425214716E-02
195	45	1.5412366181513140E-01
196	45	3.5528684062213619E-03
197	45	2.9896914436926322E-02
198	45	1.7422374639493515E-02
199	45	2.7323722447292559E-02
200	45	2.7875698255247015E-02
201	45	2.3517745856009107E-02
202	45	2.0650825181712566E-02
203	45	3.0197383422318501E-02
204	45	1.7952964939502866E-02
205	45	6.3927861206707570E-02
206	45	1.4264233908999256E-02
207	45	1.2525358621074385E-02
208	45	3.9557498788398725E-02
209	45	2.2370771856165601E-02
210	45	2.1279736438377168E-02
211	45	2.3283740374897010E-02
212	45	5.3397038145197084E-02
213	45	8.4803801599532685E-03
214	45	1.8315638888734179E-02
215	45	6.1421213915000127E-02
216	45	1.7952964939502866E-02
217	45	1.1108996538242306E-02
218	45	2.3052063287225571E-02
219	45	4.8315638126067789E-02
220	45	1.2651240568005305E-02
221	45	1.3568559012200934E-02
222	45	3.5084354100845025E-02
223	45	2.7051846866350416E-02
224	45	1.0780676072743084E-02
0	46	0.000E+000
1	46	2.1122532717327142E-03
2	46	2.1122532717327142E-03
3	46	2.1122532717327142E-03
4	46	2.1122532717327142E-03
5	46	2.1122532717327142E-03
6	46	2.1122532717327142E-03
7	46	2.1122532717327142E-03
8	46	2.1122532717327142E-03
9	46	2.0912360005151103E-03
10	46	2.1122532717327142E-03
11	46	2.1122532717327142E-03
12	46	2.0912360005151103E-03
13	46	2.0912360005151103E-03
14	46	2.1122532717327142E-03
15	46	2.0912360005151103E-03
16	46	2.0912360005151103E-03
17	46	2.1122532717327142E-03
18	46	2.1122532717327142E-03
19	46	2.1122532717327142E-03
20	46	2.0912360005151103E-03
21	46	2.1122532717327142E-03
22	46	2.0912360005151103E-03
23	46	2.0912360005151103E-03
24	46	2.1549236182976149E-03
25	46	2.1334817700377081E-03
26	46	2.1122532717327142E-03
27	46	2.1334817700377081E-03
28	46	2.1765809607151255E-03
29	46	2.0912360005151103E-03
30	46	2.2428677194858034E-03
31	46	2.2205508127982939E-03
32	46	2.0704278546402606E-03
33	46	2.2654089148143220E-03
34	46	2.2205508127982939E-03
35	46	2.2205508127982939E-03
36	46	2.1549236182976149E-03
37	46	2.3111732106021292E-03
38	46	2.1765809607151255E-03
39	46	2.1122532717327142E-03
40	46	2.3111732106021292E-03
41	46	2.2205508127982939E-03
42	46	2.3111732106021292E-03
43	46	2.2654089148143220E-03
44	46	2.1334817700377081E-03
45	46	2.2881766529221693E-03
46	46	2.2428677194858034E-03
47	46	2.7947852750368437E-03
48	46	2.7947852750368437E-03
49	46	2.9088426258125841E-03
50	46	2.8512436826796323E-03
51	46	3.4135584433954303E-03
52	46	2.6320296510131984E-03
53	46	2.7947852750368437E-03
54	46	3.1827807965096669E-03
55	46	2.9380769802235503E-03
56	46	3.1511115984444414E-03
57	46	3.0275547453758153E-03
58	46	3.4135584433954303E-03
59	46	3.5175167749121284E-03
60	46	3.3126725448998926E-03
61	46	3.5528684062213619E-03
62	46	3.8487763976105429E-03
63	46	3.5885753273319477E-03
64	46	4.3830958026687761E-03
65	46	3.3459654574712720E-03
66	46	4.3394832707388947E-03
67	46	4.2963046907523398E-03
68	46	2.9380769802235503E-03
69	46	4.0867714384640666E-03
70	46	4.2112321579970352E-03
71	46	4.0461073832221989E-03
72	46	4.2535557448151254E-03
73	46	4.0058479420904203E-03
74	46	4.8927537252394758E-03
75	46	3.4825168982116632E-03
76	46	4.2112321579970352E-03
77	46	4.2535557448151254E-03
78	46	5.8576897133356225E-03
79	46	4.7958707102964213E-03
80	46	4.7481509994114776E-03
81	46	5.7416996856542021E-03
82	46	5.7994047268421414E-03
83	46	5.4616736876407787E-03
84	46	4.7958707102964213E-03
85	46	4.7481509994114776E-03
86	46	5.9165604736818572E-03
87	46	7.5214224749932702E-03
88	46	5.1953047187052312E-03
89	46	5.5720068149199926E-03
90	46	5.7416996856542021E-03
91	46	6.6045267093148112E-03
92	46	5.2475183991813846E-03
93	46	5.5720068149199926E-03
94	46	6.9431480347461145E-03
95	46	6.8056644922305431E-03
96	46	9.9518183078484198E-03
97	46	4.7958707102964213E-03
98	46	7.4465830709243381E-03
99	46	6.9431480347461145E-03
100	46	7.2265032813764625E-03
101	46	9.4664624017103231E-03
102	46	6.8740625574962482E-03
103	46	8.7386461854732905E-03
104	46	7.0834089290521185E-03
105	46	8.7386461854732905E-03
106	46	8.8264710397267226E-03
107	46	1.1220643809589084E-02
108	46	1.1795938519751562E-02
109	46	9.2790138870647437E-03
110	46	6.2824201408011177E-03
111	46	1.5452260123909515E-02
112	46	8.7386461854732905E-03
113	46	6.4737483182894049E-03
114	46	1.1333413154667387E-02
115	46	1.0462058943426803E-02
116	46	8.9151785484395535E-03
117	46	9.2790138870647437E-03
118	46	1.0254896296404022E-02
119	46	1.1447315850505711E-02
120	46	7.8283775492257734E-03
121	46	1.4552390548416123E-02
122	46	1.0673406553522925E-02
123	46	2.0858369425214716E-02
124	46	5.2475183991813846E-03
125	46	1.3842662086479501E-02
126	46	7.5970140275775670E-03
127	46	1.2525358621074385E-02
128	46	1.0152858373369763E-02
129	46	1.0152858373369763E-02
130	46	1.0357959717613696E-02
131	46	1.1220643809589084E-02
132	46	1.7774329953659442E-02
133	46	9.0952771016958155E-03
134	46	7.1545983723145792E-03
135	46	1.2525358621074385E-02
136	46	1.4995576820477703E-02
137	46	8.0667871390996144E-03
138	46	2.0241911445804391E-02
139	46	1.0998460175806881E-02
140	46	1.2906812580479873E-02
141	46	1.2277339903068436E-02
142	46	1.7249019115346279E-02
143	46	1.2155178329914935E-02
144	46	1.2778387649535761E-02
145	46	1.1678566970395442E-02
146	46	1.7077388507484793E-02
147	46	1.3842662086479501E-02
148	46	1.5146284873046980E-02
149	46	1.2277339903068436E-02
150	46	1.6082878822588433E-02
151	46	1.5764416484854486E-02
152	46	1.5452260123909515E-02
153	46	1.4122302410163962E-02
154	46	1.3981783153338308E-02
155	46	1.9643672553065292E-02
156	46	2.3052063287225571E-02
157	46	7.9070540515934415E-03
158	46	3.2064685327860769E-02
159	46	1.5607557919982831E-02
160	46	2.2148178957037315E-02
161	46	8.0667871390996144E-03
162	46	1.4846368338086832E-02
163	46	1.5922851504511698E-02
164	46	1.7249019115346279E-02
165	46	1.5298507566725518E-02
166	46	1.3704925297364945E-02
167	46	1.2778387649535761E-02
168	46	1.8685639337732773E-02
169	46	1.6572675401761255E-02
170	46	1.4995576820477703E-02
171	46	1.4698644504901784E-02
172	46	1.9448214745385391E-02
173	46	1.4552390548416123E-02
174	46	2.1067999523041434E-02
175	46	1.7249019115346279E-02
176	46	1.7077388507484793E-02
177	46	1.6244514441949871E-02
178	46	2.3052063287225571E-02
179	46	2.5476469946681016E-02
180	46	3.7253849396215809E-02
181	46	1.5922851504511698E-02
182	46	2.3283740374897010E-02
183	46	1.9063114291611637E-02
184	46	2.5222974835227212E-02
185	46	1.4122302410163962E-02
186	46	2.1709615629848571E-02
187	46	1.7077388507484793E-02
188	46	1.9841094744370288E-02
189	46	1.9643672553065292E-02
190	46	1.6739233558580632E-02
191	46	3.5084354100845025E-02
192	46	9.4664624017103231E-03
193	46	2.4723526470339388E-02
194	46	1.6082878822588433E-02
195	46	2.3517745856009107E-02
196	46	2.1067999523041434E-02
197	46	1.7077388507484793E-02
198	46	2.7051846866350416E-02
199	46	1.5607557919982831E-02
200	46	2.3517745856009107E-02
201	46	2.0241911445804391E-02
202	46	2.1927800894261620E-02
203	46	3.4389637343472709E-02
204	46	1.8315638888734179E-02
205	46	2.3754103131304997E-02
206	46	1.8315638888734179E-02
207	46	1.8133395236801075E-02
208	46	2.2822691425092981E-02
209	46	3.9163895098987066E-02
210	46	1.4122302410163962E-02
211	46	1.0435048475476504E-01
212	46	6.8740625574962482E-03
213	46	2.2148178957037315E-02
214	46	2.3283740374897010E-02
215	46	3.6516173753740402E-02
216	46	3.7253849396215809E-02
217	46	3.4047454734599344E-02
218	46	7.2991308467885829E-03
219	46	1.4264233908999256E-02
220	46	9.7295747089532758E-02
221	46	1.1914489672789647E-02
222	46	1.0462058943426803E-02
223	46	1.5412366181513140E-01
224	46	4.7958707102964213E-03
225	46	1.6739233558580632E-02
226	46	4.1171870939067740E-02
227	46	6.7379469990854670E-03
228	46	4.1171870939067740E-02
229	46	2.8155853680300106E-02
230	46	2.6516184408894181E-02
231	46	2.2148178957037315E-02
232	46	5.2339705948432381E-02
0	47	0.000E+000
1	47	2.1122532717327142E-03
2	47	2.1122532717327142E-03
3	47	2.1122532717327142E-03
4	47	2.1122532717327142E-03
5	47	2.1122532717327142E-03
6	47	2.1122532717327142E-03
7	47	2.1122532717327142E-03
8	47	2.0912360005151103E-03
9	47	2.0912360005151103E-03
10	47	2.1122532717327142E-03
11	47	2.1122532717327142E-03
12	47	2.0912360005151103E-03
13	47	2.1122532717327142E-03
14	47	2.0912360005151103E-03
15	47	2.1122532717327142E-03
16	47	2.0912360005151103E-03
17	47	2.0912360005151103E-03
18	47	2.1122532717327142E-03
19	47	2.1122532717327142E-03
20	47	2.0912360005151103E-03
21	47	2.1122532717327142E-03
22	47	2.1122532717327142E-03
23	47	2.1122532717327142E-03
24	47	2.0912360005151103E-03
25	47	2.1334817700377081E-03
26	47	2.1334817700377081E-03
27	47	2.1122532717327142E-03
28	47	2.1549236182976149E-03
29	47	2.1334817700377081E-03
30	47	2.1549236182976149E-03
31	47	2.1765809607151255E-03
32	47	2.2205508127982939E-03
33	47	2.1549236182976149E-03
34	47	2.2428677194858034E-03
35	47	2.1765809607151255E-03
36	47	2.1984559630425313E-03
37	47	2.2654089148143220E-03
38	47	2.0498267532762350E-03
39	47	2.2428677194858034E-03
40	47	2.2881766529221693E-03
41	47	2.1984559630425313E-03
42	47	2.3815589136168707E-03
43	47	2.1765809607151255E-03
44	47	2.3578620064902329E-03
45	47	2.1765809607151255E-03
46	47	2.2205508127982939E-03
47	47	2.7669766969148509E-03
48	47	2.2205508127982939E-03
49	47	2.7947852750368437E-03
50	47	2.9380769802235503E-03
51	47	2.7121868873866434E-03
52	47	3.0275547453758153E-03
53	47	2.7121868873866434E-03
54	47	3.0275547453758153E-03
55	47	2.9974300723258312E-03
56	47	3.3459654574712720E-03
57	47	2.5288262922292556E-03
58	47	3.5528684062213619E-03
59	47	3.4825168982116632E-03
60	47	2.6852001769538205E-03
61	47	3.2147682753068700E-03
62	47	2.9380769802235503E-03
63	47	5.1953047187052312E-03
64	47	3.0579821764233073E-03
65	47	4.0058479420904203E-03
66	47	3.6246411089657558E-03
67	47	4.4716402113483319E-03
68	47	3.8487763976105429E-03
69	47	4.0867714384640666E-03
70	47	4.0461073832221989E-03
71	47	3.7725655187922052E-03
72	47	4.2112321579970352E-03
73	47	3.9265268383056242E-03
74	47	3.5528684062213619E-03
75	47	4.6078219299927519E-03
76	47	4.5619733357350964E-03
77	47	4.1693296979041115E-03
78	47	4.0461073832221989E-03
79	47	4.4271466478315114E-03
80	47	5.4073291264409599E-03
81	47	5.2475183991813846E-03
82	47	5.4073291264409599E-03
83	47	6.0967465655156379E-03
84	47	5.7416996856542021E-03
85	47	4.2535557448151254E-03
86	47	5.0924307926991904E-03
87	47	5.5720068149199926E-03
88	47	6.0967465655156379E-03
89	47	5.9165604736818572E-03
90	47	5.7416996856542021E-03
91	47	5.7416996856542021E-03
92	47	6.0967465655156379E-03
93	47	6.9431480347461145E-03
94	47	5.6845688192195950E-03
95	47	5.1436105730303834E-03
96	47	5.5165644207607716E-03
97	47	7.6733652878954893E-03
98	47	6.2824201408011177E-03
99	47	6.4093334462563831E-03
100	47	6.1580198871688972E-03
101	47	6.4093334462563831E-03
102	47	6.2199090159425728E-03
103	47	7.0834089290521185E-03
104	47	6.8740625574962482E-03
105	47	9.7547591023429032E-03
106	47	7.4465830709243381E-03
107	47	1.0462058943426803E-02
108	47	9.3722695270060576E-03
109	47	9.7547591023429032E-03
110	47	9.7547591023429032E-03
111	47	7.3724883313680120E-03
112	47	1.1333413154667387E-02
113	47	9.9518183078484198E-03
114	47	1.0357959717613696E-02
115	47	1.0357959717613696E-02
116	47	9.4664624017103231E-03
117	47	9.6576976275377768E-03
118	47	1.4122302410163962E-02
119	47	6.8740625574962482E-03
120	47	1.1562363287468536E-02
121	47	8.3959989674914706E-03
122	47	1.0462058943426803E-02
123	47	1.1333413154667387E-02
124	47	8.4803801599532685E-03
125	47	1.5146284873046980E-02
126	47	6.2199090159425728E-03
127	47	9.0952771016958155E-03
128	47	1.3704925297364945E-02
129	47	9.8527960611872571E-03
130	47	1.2525358621074385E-02
131	47	9.9518183078484198E-03
132	47	1.0567204383852655E-02
133	47	1.3299883542443767E-02
134	47	9.1866861562446642E-03
135	47	1.0051835744633586E-02
136	47	1.2525358621074385E-02
137	47	1.3299883542443767E-02
138	47	8.9151785484395535E-03
139	47	1.2651240568005305E-02
140	47	1.1447315850505711E-02
141	47	1.3299883542443767E-02
142	47	1.2277339903068436E-02
143	47	1.4846368338086832E-02
144	47	1.2906812580479873E-02
145	47	1.3568559012200934E-02
146	47	1.2778387649535761E-02
147	47	1.7952964939502866E-02
148	47	9.5616019305435045E-03
149	47	1.6572675401761255E-02
150	47	1.2277339903068436E-02
151	47	1.7774329953659442E-02
152	47	1.1914489672789647E-02
153	47	1.1914489672789647E-02
154	47	1.6739233558580632E-02
155	47	1.5764416484854486E-02
156	47	1.4122302410163962E-02
157	47	1.6244514441949871E-02
158	47	1.6407774526292645E-02
159	47	1.3704925297364945E-02
160	47	3.4389637343472709E-02
161	47	1.5922851504511698E-02
162	47	1.2651240568005305E-02
163	47	1.5298507566725518E-02
164	47	1.4264233908999256E-02
165	47	1.3842662086479501E-02
166	47	1.2034232284723775E-02
167	47	1.7774329953659442E-02
168	47	1.3036528203437736E-02
169	47	1.5452260123909515E-02
170	47	1.5764416484854486E-02
171	47	1.8873433135151486E-02
172	47	1.1333413154667387E-02
173	47	1.3568559012200934E-02
174	47	1.7774329953659442E-02
175	47	1.8133395236801075E-02
176	47	1.6407774526292645E-02
177	47	1.6907465652705279E-02
178	47	2.1927800894261620E-02
179	47	1.6739233558580632E-02
180	47	2.0650825181712566E-02
181	47	2.9896914436926322E-02
182	47	1.7422374639493515E-02
183	47	2.1709615629848571E-02
184	47	5.3397038145197084E-02
185	47	9.4664624017103231E-03
186	47	3.6883167401240015E-02
187	47	1.2906812580479873E-02
188	47	2.1709615629848571E-02
189	47	2.5991128778755347E-02
190	47	1.7249019115346279E-02
191	47	1.7077388507484793E-02
192	47	1.7952964939502866E-02
193	47	1.4407591843112350E-02
194	47	3.9163895098987066E-02
195	47	9.3722695270060576E-03
196	47	3.2064685327860769E-02
197	47	1.2651240568005305E-02
198	47	1.4407591843112350E-02
199	47	2.1709615629848571E-02
